street_name,defect_type,severity,latitude,longitude
Mohandiseen Rd,pothole,2,30.05383,31.202634
Nasr Rd,edge_break,3,30.064598,31.323276
October Bridge,pothole,4,30.062616,31.225867
Ramsis St,rutting,2,30.066988,31.251235
Pyramids Rd,marking,5,29.96474,31.127379
October Bridge,marking,4,30.060206,31.222763
Corniche El Nil,pothole,3,30.057861,31.232529
Mohamed Farid St,marking,3,30.06251,31.242942
Heliopolis Ave,subsidence,1,30.095957,31.323449
Pyramids Rd,edge_break,3,29.9702,31.129518
Ramsis St,pothole,4,30.062037,31.242538
Heliopolis Ave,crack,4,30.09434,31.317473
Ain Shams St,rutting,3,30.109884,31.32466
Salah Salem,pothole,5,30.06246,31.287992
Mohandiseen Rd,subsidence,2,30.066785,31.203927
Port Said St,marking,5,30.064383,31.263081
Heliopolis Ave,crack,3,30.084286,31.314861
Dokki St,crack,2,30.044775,31.204101
Salah Salem,subsidence,5,30.077743,31.281176
Port Said St,rutting,2,30.064026,31.263153
October Bridge,pothole,3,30.055746,31.227987
Suez Desert Rd,pothole,3,30.105503,31.40179
Ramsis St,rutting,4,30.057686,31.250082
October Bridge,pothole,2,30.06147,31.234711
Shubra St,marking,1,30.11589,31.273357
Port Said St,pothole,4,30.077582,31.257038
Port Said St,crack,1,30.062102,31.26535
Mohandiseen Rd,edge_break,5,30.062348,31.201875
Abbas El Akkad,crack,4,30.06371,31.312746
Nasr Rd,marking,3,30.05407,31.335672
Maadi Corniche,crack,3,29.975424,31.25236
Suez Desert Rd,pothole,5,30.094958,31.401163
Dokki St,pothole,2,30.047089,31.204941
Ain Shams St,pothole,4,30.11149,31.322283
Ring Road,pothole,2,30.017356,31.207749
Mohandiseen Rd,pothole,4,30.060148,31.204255
Autostrad Rd,rutting,4,30.08372,31.351996
Autostrad Rd,pothole,4,30.081746,31.349708
Autostrad Rd,pothole,1,30.07214,31.356878
Autostrad Rd,rutting,3,30.07875,31.34301
Nasr Rd,rutting,4,30.055918,31.3241
Airport Rd,crack,2,30.115841,31.398445
Port Said St,crack,1,30.06502,31.265749
Mohandiseen Rd,pothole,1,30.065697,31.193749
Mohandiseen Rd,marking,5,30.062329,31.207654
Ain Shams St,crack,3,30.104785,31.327542
Salah Salem,subsidence,4,30.062817,31.277194
Ramsis St,crack,4,30.059006,31.252741
Shubra St,crack,4,30.10577,31.276346
Tahrir Square Rd,pothole,4,30.041665,31.23179
Ramsis St,rutting,2,30.063588,31.250659
Maadi Corniche,crack,4,29.962847,31.244898
Pyramids Rd,pothole,3,29.964744,31.122609
Ain Shams St,crack,3,30.117369,31.312514
Abbas El Akkad,pothole,3,30.068784,31.31477
Heliopolis Ave,crack,5,30.086939,31.318993
Autostrad Rd,marking,1,30.078999,31.351884
Ramsis St,crack,4,30.059775,31.254169
October Bridge,rutting,2,30.047146,31.224467
Port Said St,pothole,4,30.073803,31.258486
Ring Road,rutting,3,30.023249,31.195205
Port Said St,crack,4,30.077934,31.26646
Mohamed Farid St,subsidence,3,30.058137,31.245245
Ramsis St,marking,4,30.06968,31.247381
Ain Shams St,rutting,5,30.111558,31.327633
Heliopolis Ave,crack,4,30.095137,31.318843
Ramsis St,pothole,2,30.064556,31.245773
Nasr Rd,pothole,2,30.066709,31.325569
Ramsis St,crack,4,30.070326,31.2536
Ramsis St,rutting,2,30.068672,31.243922
Corniche El Nil,crack,4,30.059295,31.239252
October Bridge,crack,4,30.047338,31.231127
Corniche El Nil,crack,2,30.050604,31.238414
Maadi Corniche,crack,5,29.971243,31.250329
Ain Shams St,pothole,1,30.110972,31.31988
Mohandiseen Rd,crack,2,30.065111,31.203186
Dokki St,pothole,2,30.043684,31.211846
Maadi Corniche,marking,3,29.975847,31.257598
Ring Road,pothole,2,30.014584,31.20045
Airport Rd,edge_break,3,30.119771,31.403912
Maadi Corniche,edge_break,5,29.969334,31.251209
Corniche El Nil,pothole,3,30.056455,31.23727
Heliopolis Ave,rutting,2,30.093657,31.317332
Shubra St,crack,3,30.112102,31.272805
Heliopolis Ave,pothole,5,30.096373,31.317552
Nasr Rd,crack,3,30.060998,31.336454
Ramsis St,edge_break,4,30.066341,31.257158
Tahrir Square Rd,rutting,1,30.044482,31.23068
Tahrir Square Rd,subsidence,3,30.050404,31.23833
Airport Rd,crack,2,30.113645,31.400371
Abbas El Akkad,crack,1,30.058217,31.312428
Pyramids Rd,crack,4,29.96468,31.129867
Suez Desert Rd,crack,2,30.093844,31.39837
Nasr Rd,pothole,1,30.05662,31.322636
Autostrad Rd,rutting,2,30.078132,31.356652
October Bridge,rutting,4,30.059576,31.228641
Shubra St,crack,4,30.102709,31.263527
Salah Salem,marking,3,30.073306,31.286365
Autostrad Rd,marking,5,30.077499,31.345477
Corniche El Nil,pothole,4,30.05072,31.236597
Port Said St,marking,4,30.07215,31.255739
Ramsis St,rutting,3,30.065459,31.245741
Autostrad Rd,pothole,3,30.074918,31.342017
Port Said St,rutting,1,30.069898,31.254404
Abbas El Akkad,crack,4,30.058978,31.320708
Heliopolis Ave,marking,3,30.095082,31.321742
Pyramids Rd,pothole,5,29.975452,31.12763
Nasr Rd,pothole,3,30.059887,31.332782
Heliopolis Ave,pothole,3,30.088578,31.325897
Autostrad Rd,crack,4,30.080247,31.352037
Nasr Rd,pothole,3,30.053783,31.330653
Mohandiseen Rd,crack,3,30.062091,31.196433
Dokki St,pothole,5,30.042178,31.216117
Suez Desert Rd,crack,4,30.100541,31.404994
Maadi Corniche,edge_break,2,29.974735,31.254485
Dokki St,pothole,4,30.034428,31.214023
Shubra St,rutting,3,30.106371,31.268658
Heliopolis Ave,marking,3,30.094636,31.324508
Nasr Rd,rutting,1,30.065194,31.334156
Salah Salem,subsidence,3,30.065275,31.286252
Mohamed Farid St,crack,3,30.055383,31.244983
Pyramids Rd,marking,3,29.966101,31.12977
Shubra St,marking,3,30.104031,31.276193
Abbas El Akkad,marking,4,30.059595,31.32769
Corniche El Nil,pothole,4,30.052431,31.234285
Port Said St,rutting,1,30.076294,31.263619
Ring Road,pothole,3,30.02351,31.204427
Airport Rd,crack,3,30.121481,31.401982
Maadi Corniche,pothole,3,29.964318,31.244332
Mohamed Farid St,crack,1,30.050489,31.249738
Mohandiseen Rd,pothole,3,30.065447,31.196315
October Bridge,pothole,1,30.049431,31.234104
Tahrir Square Rd,crack,5,30.051018,31.228809
Shubra St,crack,3,30.116682,31.272351
Maadi Corniche,marking,4,29.964624,31.248862
Heliopolis Ave,subsidence,1,30.085272,31.326105
Ain Shams St,crack,1,30.117939,31.323911
October Bridge,pothole,4,30.058087,31.234989
Ring Road,pothole,3,30.0123,31.195328
Port Said St,subsidence,3,30.069318,31.264175
Heliopolis Ave,pothole,2,30.090727,31.314608
Nasr Rd,rutting,4,30.057172,31.331698
Port Said St,pothole,4,30.068436,31.257195
Maadi Corniche,pothole,5,29.965259,31.257272
Suez Desert Rd,subsidence,4,30.102802,31.406773
Ain Shams St,crack,5,30.111214,31.31451
Port Said St,rutting,1,30.073067,31.261441
Nasr Rd,pothole,4,30.056023,31.325117
Ramsis St,crack,3,30.058108,31.242755
Ramsis St,pothole,3,30.055918,31.246849
Heliopolis Ave,subsidence,3,30.084751,31.327658
Autostrad Rd,pothole,3,30.076678,31.355755
Corniche El Nil,marking,1,30.053418,31.240012
Maadi Corniche,crack,2,29.967563,31.243926
Corniche El Nil,subsidence,5,30.054651,31.239221
Mohandiseen Rd,pothole,3,30.066892,31.192053
Airport Rd,pothole,3,30.123822,31.407715
Shubra St,rutting,1,30.113389,31.264694
Suez Desert Rd,pothole,2,30.099865,31.392697
Autostrad Rd,pothole,5,30.080315,31.344872
Dokki St,subsidence,3,30.039958,31.217264
Airport Rd,rutting,3,30.11898,31.397151
Abbas El Akkad,marking,3,30.064408,31.312926
Port Said St,crack,2,30.065975,31.265656
Suez Desert Rd,rutting,5,30.104935,31.40232
Airport Rd,marking,3,30.112059,31.404649
Dokki St,pothole,4,30.03819,31.207315
Airport Rd,pothole,2,30.11291,31.395802
Nasr Rd,crack,3,30.057335,31.327239
Shubra St,crack,3,30.104827,31.265946
Shubra St,rutting,4,30.11595,31.270857
Ain Shams St,crack,4,30.110359,31.318814
Ain Shams St,crack,3,30.104155,31.316939
Heliopolis Ave,crack,3,30.097222,31.323472
Mohandiseen Rd,marking,3,30.056547,31.195595
Ramsis St,subsidence,4,30.055719,31.245839
Heliopolis Ave,crack,4,30.096186,31.312963
Maadi Corniche,crack,3,29.965075,31.257629
Tahrir Square Rd,rutting,4,30.049932,31.230181
Tahrir Square Rd,marking,5,30.048295,31.242625
Pyramids Rd,rutting,3,29.97212,31.126893
Ramsis St,rutting,5,30.070336,31.256604
Dokki St,marking,2,30.045031,31.207158
October Bridge,pothole,2,30.05417,31.233237
Maadi Corniche,crack,2,29.96827,31.244907
Abbas El Akkad,rutting,4,30.060737,31.323776
Airport Rd,rutting,4,30.115726,31.392168
Heliopolis Ave,pothole,5,30.084323,31.322441
Corniche El Nil,rutting,2,30.050095,31.232163
Salah Salem,rutting,3,30.068816,31.275065
Abbas El Akkad,rutting,1,30.0619,31.322216
Suez Desert Rd,crack,2,30.096457,31.396972
Mohandiseen Rd,crack,2,30.063383,31.196051
Ramsis St,pothole,5,30.059361,31.248003
Pyramids Rd,subsidence,4,29.975261,31.130973
Tahrir Square Rd,subsidence,5,30.03816,31.229769
October Bridge,marking,4,30.056581,31.227349
Dokki St,crack,4,30.034582,31.216086
Suez Desert Rd,pothole,5,30.09739,31.399404
Airport Rd,pothole,3,30.115292,31.404914
Mohamed Farid St,pothole,2,30.050622,31.249264
Maadi Corniche,crack,3,29.975925,31.244729
October Bridge,crack,4,30.057751,31.22391
Tahrir Square Rd,pothole,2,30.041737,31.227852
Maadi Corniche,subsidence,5,29.974639,31.250937
Suez Desert Rd,crack,2,30.107475,31.401684
Pyramids Rd,rutting,4,29.974152,31.127975
Corniche El Nil,rutting,5,30.048961,31.240893
Salah Salem,pothole,3,30.06311,31.276397
Heliopolis Ave,crack,3,30.090922,31.320518
Salah Salem,rutting,3,30.072693,31.273064
Salah Salem,crack,4,30.067552,31.280931
Pyramids Rd,pothole,1,29.969808,31.122871
Suez Desert Rd,marking,4,30.092018,31.39986
Nasr Rd,pothole,3,30.05246,31.325887
Nasr Rd,crack,2,30.053151,31.325976
Heliopolis Ave,subsidence,4,30.093544,31.319436
Mohamed Farid St,crack,3,30.054156,31.249005
Ramsis St,marking,2,30.058104,31.252794
Port Said St,marking,3,30.065675,31.267355
Mohamed Farid St,marking,2,30.050159,31.244148
Abbas El Akkad,marking,4,30.066981,31.321393
Pyramids Rd,crack,3,29.973393,31.127677
Corniche El Nil,rutting,5,30.062325,31.235926
Mohandiseen Rd,marking,2,30.053092,31.202892
Suez Desert Rd,crack,1,30.101003,31.392437
Ring Road,marking,3,30.016103,31.201091
Salah Salem,rutting,4,30.065256,31.282153
Ramsis St,marking,4,30.066429,31.248086
Port Said St,rutting,2,30.070561,31.26207
Corniche El Nil,crack,3,30.052333,31.242877
Ain Shams St,pothole,1,30.114418,31.325459
Autostrad Rd,pothole,4,30.083807,31.343448
October Bridge,rutting,4,30.05671,31.228387
Heliopolis Ave,pothole,5,30.096572,31.322247
Ramsis St,rutting,3,30.055773,31.249823
Corniche El Nil,crack,2,30.056687,31.232334
Mohandiseen Rd,marking,3,30.054137,31.203998
Pyramids Rd,rutting,4,29.963386,31.128864
Maadi Corniche,crack,3,29.969381,31.247151
Airport Rd,pothole,4,30.118422,31.395185
Ramsis St,subsidence,4,30.064456,31.242017
Shubra St,pothole,2,30.102635,31.269968
Ain Shams St,crack,5,30.110441,31.316198
Pyramids Rd,pothole,5,29.975215,31.134695
Mohamed Farid St,crack,3,30.050552,31.252725
Nasr Rd,subsidence,2,30.055165,31.336876
Nasr Rd,subsidence,3,30.058712,31.327719
Ain Shams St,rutting,3,30.11469,31.327162
Corniche El Nil,pothole,4,30.059864,31.234893
Mohamed Farid St,crack,5,30.064483,31.241232
Dokki St,subsidence,3,30.033558,31.208788
Airport Rd,subsidence,3,30.116667,31.406906
Heliopolis Ave,crack,3,30.097552,31.312303
Autostrad Rd,crack,3,30.083352,31.350006
Shubra St,crack,3,30.111554,31.270327
Salah Salem,rutting,4,30.07086,31.282131
October Bridge,rutting,4,30.060815,31.223655
October Bridge,crack,4,30.058537,31.226468
Abbas El Akkad,edge_break,4,30.057767,31.313955
Heliopolis Ave,crack,4,30.090872,31.313897
Nasr Rd,pothole,5,30.052879,31.322512
Corniche El Nil,pothole,3,30.049823,31.24395
Nasr Rd,marking,3,30.063828,31.326293
Suez Desert Rd,rutting,2,30.103096,31.405581
Autostrad Rd,crack,1,30.074428,31.343933
Nasr Rd,crack,3,30.053169,31.330729
Ain Shams St,subsidence,3,30.117669,31.323183
Dokki St,crack,4,30.045814,31.207203
Heliopolis Ave,crack,3,30.087409,31.318055
Mohandiseen Rd,marking,4,30.058786,31.205722
Maadi Corniche,crack,3,29.965358,31.248604
Mohandiseen Rd,crack,4,30.053532,31.205406
Airport Rd,crack,2,30.118803,31.39475
Salah Salem,crack,4,30.065062,31.284905
Dokki St,marking,2,30.045486,31.215386
Ramsis St,crack,3,30.066466,31.243693
Nasr Rd,pothole,5,30.06115,31.322221
Salah Salem,crack,3,30.071134,31.278992
Abbas El Akkad,crack,5,30.065768,31.326974
Heliopolis Ave,subsidence,5,30.09631,31.323399
Maadi Corniche,pothole,3,29.971005,31.246047
Dokki St,crack,2,30.034316,31.217443
Mohandiseen Rd,pothole,3,30.065987,31.197161
Airport Rd,crack,5,30.113996,31.395202
Pyramids Rd,rutting,4,29.964443,31.134843
Heliopolis Ave,rutting,2,30.092091,31.326407
Airport Rd,pothole,3,30.112129,31.406683
Ramsis St,marking,2,30.066891,31.251826
Heliopolis Ave,crack,3,30.085798,31.32283
Mohandiseen Rd,subsidence,2,30.059144,31.198383
Pyramids Rd,crack,5,29.969591,31.125866
Abbas El Akkad,rutting,2,30.063021,31.315727
Ramsis St,crack,3,30.06567,31.248051
Shubra St,pothole,5,30.11582,31.277041
Mohandiseen Rd,pothole,4,30.052543,31.201454
Autostrad Rd,marking,2,30.080486,31.349259
Abbas El Akkad,rutting,3,30.066384,31.314681
Salah Salem,rutting,5,30.066545,31.272937
Maadi Corniche,pothole,3,29.972294,31.242027
Suez Desert Rd,rutting,3,30.092415,31.392014
Autostrad Rd,crack,3,30.078527,31.357371
October Bridge,crack,5,30.058598,31.230427
Heliopolis Ave,subsidence,4,30.093735,31.319696
October Bridge,pothole,2,30.048862,31.229612
Pyramids Rd,rutting,3,29.970734,31.13429
Corniche El Nil,rutting,1,30.052511,31.233914
Tahrir Square Rd,marking,5,30.050877,31.239287
Mohandiseen Rd,rutting,2,30.056064,31.207038
October Bridge,crack,3,30.058648,31.23791
Nasr Rd,rutting,4,30.065723,31.327268
Heliopolis Ave,marking,3,30.097627,31.314932
Dokki St,crack,5,30.047453,31.214005
Port Said St,rutting,3,30.071609,31.261673
Suez Desert Rd,crack,3,30.106909,31.401438
Heliopolis Ave,rutting,3,30.082316,31.312433
Shubra St,rutting,3,30.107496,31.276911
Shubra St,crack,3,30.104456,31.276741
Ring Road,marking,4,30.017273,31.207018
Dokki St,subsidence,5,30.034986,31.216649
Maadi Corniche,crack,4,29.968557,31.244764
Tahrir Square Rd,crack,5,30.044945,31.241649
Port Said St,pothole,4,30.068837,31.262001
Mohamed Farid St,crack,2,30.054366,31.25187
Ring Road,pothole,3,30.020562,31.203457
Airport Rd,crack,2,30.121928,31.399015
Port Said St,pothole,1,30.06403,31.261663
Suez Desert Rd,crack,3,30.097796,31.392259
Ain Shams St,crack,3,30.109564,31.327652
Shubra St,rutting,2,30.108601,31.26504
Tahrir Square Rd,crack,3,30.040384,31.233417
Heliopolis Ave,rutting,5,30.095182,31.327311
Suez Desert Rd,edge_break,3,30.096507,31.398679
Port Said St,crack,3,30.064394,31.253776
Mohandiseen Rd,pothole,3,30.055221,31.201319
October Bridge,crack,3,30.047508,31.235451
Mohandiseen Rd,pothole,3,30.0523,31.194914
Mohandiseen Rd,crack,4,30.061435,31.203202
Autostrad Rd,rutting,3,30.077177,31.357929
Ain Shams St,pothole,2,30.11092,31.326749
Abbas El Akkad,rutting,1,30.05954,31.326416
Pyramids Rd,marking,2,29.963028,31.1234
Tahrir Square Rd,marking,4,30.051517,31.230568
Mohamed Farid St,pothole,2,30.05643,31.248061
Ain Shams St,rutting,1,30.103217,31.312532
Suez Desert Rd,subsidence,3,30.095294,31.395574
Abbas El Akkad,marking,2,30.070536,31.319745
Dokki St,crack,5,30.035961,31.205636
Ain Shams St,crack,3,30.116836,31.312653
October Bridge,pothole,3,30.05022,31.230947
Corniche El Nil,rutting,2,30.062993,31.243009
Airport Rd,rutting,4,30.117644,31.403337
Nasr Rd,pothole,5,30.065349,31.323621
Ring Road,pothole,4,30.017208,31.193382
Mohamed Farid St,edge_break,4,30.062087,31.254179
Ring Road,crack,3,30.012787,31.202161
Shubra St,pothole,3,30.104293,31.266882
Autostrad Rd,crack,5,30.084445,31.342915
Salah Salem,pothole,4,30.074336,31.285929
Corniche El Nil,pothole,1,30.052352,31.236171
Abbas El Akkad,pothole,3,30.065032,31.313153
Autostrad Rd,pothole,5,30.080425,31.350564
Shubra St,rutting,3,30.104753,31.264697
Mohandiseen Rd,crack,3,30.052212,31.202991
Corniche El Nil,pothole,3,30.05366,31.236114
Salah Salem,pothole,1,30.067785,31.283134
Port Said St,pothole,5,30.074714,31.264338
Tahrir Square Rd,rutting,5,30.047134,31.237744
Mohandiseen Rd,pothole,3,30.054186,31.192906
Salah Salem,pothole,5,30.07233,31.279039
Dokki St,crack,3,30.041987,31.205762
Dokki St,edge_break,4,30.046281,31.209072
Ring Road,crack,2,30.015027,31.196397
October Bridge,rutting,3,30.062017,31.22293
Shubra St,rutting,3,30.117428,31.275119
Heliopolis Ave,marking,2,30.090272,31.325302
Autostrad Rd,crack,3,30.081153,31.355699
Ramsis St,crack,4,30.054657,31.248093
Airport Rd,edge_break,5,30.127768,31.392131
Heliopolis Ave,marking,4,30.094265,31.318097
Airport Rd,subsidence,3,30.122124,31.405343
Ring Road,edge_break,3,30.02279,31.1934
Corniche El Nil,rutting,3,30.059748,31.234012
Ain Shams St,rutting,4,30.110356,31.323752
Salah Salem,subsidence,3,30.066154,31.281499
Maadi Corniche,crack,1,29.972084,31.252187
Abbas El Akkad,pothole,5,30.057685,31.324686
Mohamed Farid St,marking,1,30.063492,31.251274
Mohamed Farid St,crack,3,30.059933,31.243555
Dokki St,rutting,2,30.04453,31.215583
Suez Desert Rd,subsidence,3,30.098021,31.401136
Heliopolis Ave,crack,3,30.09443,31.313574
Airport Rd,pothole,3,30.119233,31.404268
Salah Salem,crack,2,30.064291,31.277451
Abbas El Akkad,pothole,1,30.07243,31.318701
Heliopolis Ave,marking,1,30.092855,31.31835
Heliopolis Ave,crack,2,30.087907,31.322428
Maadi Corniche,crack,4,29.974523,31.252569
Mohamed Farid St,pothole,3,30.055663,31.244607
Nasr Rd,crack,2,30.064736,31.334968
Maadi Corniche,pothole,4,29.970444,31.249363
Shubra St,pothole,1,30.116744,31.263454
Nasr Rd,crack,5,30.062969,31.325412
Mohamed Farid St,subsidence,2,30.051137,31.256459
Corniche El Nil,rutting,4,30.063587,31.239752
Mohamed Farid St,marking,3,30.058991,31.255105
Autostrad Rd,rutting,5,30.082508,31.356165
Ain Shams St,pothole,4,30.106717,31.325001
October Bridge,crack,2,30.051184,31.236848
Ramsis St,crack,3,30.058174,31.242583
Dokki St,rutting,5,30.037311,31.205939
Ring Road,pothole,4,30.015575,31.205816
Nasr Rd,crack,5,30.057875,31.328967
Abbas El Akkad,pothole,4,30.072278,31.324553
Port Said St,crack,2,30.064873,31.259982
Ramsis St,crack,3,30.063101,31.254566
Mohamed Farid St,subsidence,4,30.061404,31.24943
Port Said St,subsidence,4,30.071904,31.263711
Corniche El Nil,crack,4,30.057327,31.240054
Port Said St,crack,3,30.077095,31.26718
Corniche El Nil,edge_break,5,30.061997,31.244912
Shubra St,crack,4,30.106329,31.273911
Port Said St,pothole,1,30.076795,31.259955
Maadi Corniche,crack,3,29.974642,31.244309
Airport Rd,rutting,3,30.115787,31.401229
Suez Desert Rd,marking,4,30.095221,31.39812
Suez Desert Rd,crack,4,30.098666,31.400912
Nasr Rd,pothole,2,30.055515,31.336346
Autostrad Rd,crack,4,30.074635,31.355138
Mohamed Farid St,pothole,3,30.055423,31.244139
October Bridge,crack,4,30.057211,31.226995
Corniche El Nil,pothole,2,30.050323,31.24092
Mohandiseen Rd,crack,4,30.067356,31.204032
Nasr Rd,marking,4,30.05964,31.32928
Autostrad Rd,crack,2,30.084868,31.34637
Pyramids Rd,subsidence,3,29.962887,31.131665
Pyramids Rd,pothole,4,29.972803,31.137333
Autostrad Rd,pothole,3,30.086034,31.34639
Shubra St,pothole,4,30.116509,31.272985
Salah Salem,edge_break,3,30.077869,31.279007
Abbas El Akkad,crack,3,30.060301,31.325526
Ain Shams St,pothole,4,30.113053,31.31206
Ring Road,pothole,3,30.023193,31.2049
Pyramids Rd,rutting,3,29.963063,31.127933
Airport Rd,rutting,3,30.123043,31.406913
Nasr Rd,marking,5,30.066553,31.322727
Ramsis St,crack,5,30.057056,31.253152
Mohandiseen Rd,rutting,4,30.057993,31.205162
Ring Road,marking,4,30.025263,31.200865
Shubra St,rutting,2,30.107113,31.2708
Port Said St,rutting,5,30.073495,31.257537
Ramsis St,rutting,2,30.062709,31.247
Shubra St,pothole,5,30.108694,31.272587
Abbas El Akkad,crack,1,30.06799,31.319602
Tahrir Square Rd,crack,1,30.047754,31.235819
Nasr Rd,crack,3,30.054343,31.335914
Ring Road,rutting,1,30.015182,31.201703
Nasr Rd,pothole,4,30.056096,31.326707
Abbas El Akkad,pothole,5,30.069318,31.312284
Mohamed Farid St,rutting,4,30.057802,31.244483
Heliopolis Ave,rutting,5,30.083276,31.315105
October Bridge,crack,3,30.050288,31.225991
Nasr Rd,pothole,3,30.067342,31.335289
Dokki St,pothole,5,30.038682,31.204243
Maadi Corniche,marking,4,29.97056,31.255898
Mohandiseen Rd,rutting,2,30.054671,31.197802
Maadi Corniche,pothole,1,29.970657,31.247926
Maadi Corniche,crack,4,29.96725,31.245145
Salah Salem,rutting,1,30.069726,31.286835
Shubra St,crack,3,30.11066,31.274432
Dokki St,subsidence,4,30.040595,31.210587
Heliopolis Ave,marking,3,30.093512,31.312204
Ring Road,marking,3,30.013691,31.206508
Dokki St,crack,3,30.045999,31.205234
Ain Shams St,pothole,3,30.104005,31.31582
Autostrad Rd,marking,1,30.074782,31.354395
Ain Shams St,pothole,4,30.113068,31.325553
